HH_jit_L1_variance,HH_jit_L0.01_variance,HH_jit_L3_variance,HH_jit_L0.1_variance,HH_jit_L0.1_mean,H_L0.01_variance,HH_jit_L5_variance,MI_dir_L0.01_variance,MI_dir_L0.1_mean,MI_dir_L0.01_weight,HH_L0.01_std,MI_dir_L0.1_weight,H_L0.01_mean,H_L0.01_weight,HH_jit_L5_mean,MI_dir_L1_weight,H_L0.1_weight,label
199.8948177,199.9535955,199.7679788,199.9504426,9.99919461,30768.07697,199.6408745,30768.07697,425.3333644,27.93422034,19.34478647,3.778265736,310.0295767,27.93422034,9.96823371,2.998115718,3.778265736,0
1.11e-06,562.3908953,0.0,85.32159413,26.15710313,31122.82355,0.0,31122.82355,346.8985445,29.47368461,68.60069554,4.036077077,295.266823,29.47368461,29.50026608,1.129425482,4.036077077,0
225.0079,205.9197042,225.0078995,224.1935993,14.11682689,30582.52347,225.0078985,30582.52347,316.1863475,28.19326989,19.59284022,4.206370542,297.753342,28.19326989,14.99905963,2.149673459,4.206370542,0
9.58e-07,212.9486306,0.0,86.9556387,26.42249596,30269.56605,0.0,30269.56605,328.4964828,27.87372793,68.63495176,3.266463427,301.4683523,27.87372793,29.75831103,1.004654985,3.266463427,0
214.2036163,214.0188578,198.1681309,216.0474858,14.84278942,31651.13149,170.5817593,31651.13149,192.0786081,28.15995536,68.99994611,3.300398592,279.5661399,28.15995536,8.231373958,1.819672025,3.300398592,0
226.7366113,206.0552098,226.7363335,225.5871856,14.16619424,31441.65162,226.7357779,31441.65162,399.2372852,28.68988471,19.59280735,2.877758263,291.9113484,28.68988471,15.02944304,1.999217687,2.877758263,0
1.69e-06,212.0630332,0.0,143.8620006,23.98381905,31868.16519,0.0,31868.16519,262.5911811,27.70404985,19.92661028,2.835354324,284.1890825,27.70404985,29.98188996,1.01446776,2.835354324,0
0.0,0.0,0.0,0.0,1534247313.0,24839.07583,0.0,24839.07583,137.9418698,33.88231655,0.0,23.22919926,175.3629801,33.88231655,1534247313.0,13.06506951,23.22919926,0
224.9737252,206.1146807,224.9735485,224.1881454,14.11705139,32763.40207,224.9731951,32763.40207,315.6356406,30.61126212,19.59294694,3.918444915,277.1082334,30.61126212,14.9765305,1.999812203,3.918444915,0
224.9716998,206.1941665,224.9714832,224.191309,14.11714751,31836.38452,224.9710501,31836.38452,304.6907346,29.99321416,19.59298234,4.429979055,283.6559855,29.99321416,14.97404415,2.226248443,4.429979055,0
1.16e-06,209.2882835,0.0,84.6661408,26.09850217,30859.39239,0.0,30859.39239,278.5790042,27.3420867,68.63979184,2.372176097,291.5148424,27.3420867,29.40959597,1.000004253,2.372176097,0
199.759034,199.957666,199.5218957,199.8740864,9.998537569,30245.23347,199.2831136,30245.23347,338.4397217,29.55545234,19.34478592,5.392899532,302.3885141,29.55545234,9.94043977,3.408915406,5.392899532,0
199.698327,199.9687089,199.2077935,199.9268519,9.998896878,32598.99074,198.7137666,32598.99074,301.4327364,31.84250429,19.3447771,6.10655375,283.0456063,31.84250429,9.879807457,3.84772911,6.10655375,0
224.9594141,206.1292828,224.9594102,224.1737322,14.11616893,31409.11376,224.9594022,31409.11376,333.9226179,28.82388556,19.59294852,3.793989966,291.5774915,28.82388556,14.9952509,2.003999987,3.793989966,0
206.2141222,214.6953493,166.6627868,212.2459554,14.80370782,31869.83097,113.2061376,31869.83097,220.1827639,28.98339087,68.99994451,3.394186957,279.791005,28.98339087,5.101942347,1.716326339,3.394186957,0
8.91e-07,210.0216331,0.0,86.94410425,26.50542802,30419.71354,0.0,30419.71354,339.9613856,28.40511877,68.63767861,3.578346041,300.5314496,28.40511877,29.87530398,1.023453975,3.578346041,0
200.0655228,201.5806706,200.0589535,200.0521103,10.00137403,32233.74772,200.0523836,32233.74772,394.3028896,29.63447605,19.14100498,4.159823451,293.3105373,29.63447605,10.00012424,2.999908967,4.159823451,0
2.18e-06,27163200000000.0,0.0,140.6045538,23.58505591,7602.03749,0.0,7602.03749,306.6041995,369.362677,26.53780685,10.96487308,293.6725176,369.362677,29.55609107,1.001288493,10.96487308,0
199.5242754,199.9419738,198.8986252,199.8141704,9.99892346,31104.00144,198.2632102,31104.00144,401.3973844,28.85208103,19.34476635,4.112919509,303.8217525,28.85208103,9.847479015,2.983755025,4.112919509,0
224.9696058,206.0805843,224.9696027,224.1882824,14.11665559,32087.02819,224.9695965,32087.02819,298.8815615,29.62687829,19.59292478,4.29989395,284.9482039,29.62687829,14.99598382,2.048089127,4.29989395,0
2115574186.0,4.09e+17,1.84e-09,1.87e+17,136906069.3,31762.32225,0.0,31762.32225,354.3699162,7.427191912,20.48094686,1.978804541,298.761105,7.427191912,29.99449515,1.00000003,1.978804541,0
225.0351776,206.1589695,225.0351773,224.2357698,14.11856361,30587.75112,225.0351766,30587.75112,393.8487994,28.06757614,19.59296294,2.921707528,298.2192237,28.06757614,15.00017138,1.999972247,2.921707528,0
1.68e-06,212.2019713,0.0,143.9524641,23.9938481,31276.56959,0.0,31276.56959,264.7767059,28.19888646,19.92668221,3.300614193,283.2931909,28.19888646,29.99345207,1.247967869,3.300614193,0
224.9203418,206.1519378,224.9203415,224.1269593,14.11465187,30793.01253,224.9203408,30793.01253,311.9252623,28.4979264,19.5929493,4.306280009,295.2918038,28.4979264,14.99636743,2.242978667,4.306280009,0
1.23e-06,4663780000000.0,0.0,83.81002106,25.98507153,32045.61105,0.0,32045.61105,353.2341897,31.04858865,68.58943621,4.266287194,285.3780789,31.04858865,29.30304909,1.316142702,4.266287194,0
206.0601811,211.0569723,179.0987329,209.9532468,14.6980118,30558.22021,137.7270532,30558.22021,315.5879776,29.1800884,68.9999092,5.234953079,301.1816923,29.1800884,6.382495271,2.44153761,5.234953079,0
224.8310953,206.1514226,224.8310371,224.0517344,14.11300406,30914.62441,224.8309207,30914.62441,335.6916578,28.2253005,19.59296139,3.773788531,296.4834147,28.2253005,14.98140179,2.004271859,3.773788531,0
224.1274538,206.1093087,223.5521238,223.5533036,14.11719637,31269.0686,222.4073571,31269.0686,366.5514433,27.84575123,19.59285671,3.219173412,297.5477018,27.84575123,13.68631325,1.964778232,3.219173412,0
0.0,11.77556667,0.0,0.002536035,59.76461541,31760.35564,0.0,31760.35564,159.4084548,27.36978978,0.678724453,3.100147855,278.1910492,27.36978978,59.75821805,1.056845972,3.100147855,0
224.9131819,206.1911752,224.9130261,224.1245307,14.11491175,32416.39411,224.9127145,32416.39411,372.8243738,28.81057906,19.59297634,3.110234849,288.4988654,28.81057906,14.97589142,1.9994119,3.110234849,0
1.59e-06,212.448957,0.0,144.2761375,24.08865934,32588.31375,0.0,32588.31375,210.985094,33.09607635,19.92706412,4.215871716,250.6996338,33.09607635,30.08646703,1.045715708,4.215871716,0
212.8760012,215.5625059,189.4975159,216.0594184,14.86747702,31878.45975,152.0422279,31878.45975,233.5789784,29.59645358,68.99887767,4.133926805,282.4903128,29.59645358,7.04996545,1.78374786,4.133926805,0
199.8662867,199.9389193,199.7496376,199.9308924,9.998640082,31215.32783,199.6327598,31215.32783,368.1837103,28.59124695,19.34477329,4.48817481,304.9952389,28.59124695,9.969870801,3.039041308,4.48817481,0
1.69e-06,212.2213572,0.0,143.9707189,23.99148841,31373.96067,0.0,31373.96067,298.224611,27.06282848,19.92669745,2.45746813,289.6883275,27.06282848,29.9904089,1.000088934,2.45746813,0
199.8968606,199.9087046,199.7475792,199.967135,9.999644405,31240.85934,199.5979278,31240.85934,358.9116525,29.43663881,19.34474879,4.794570867,300.1718135,29.43663881,9.963157429,2.9982426,4.794570867,0
1.07e-06,211.4254085,0.0,85.76974173,26.24367643,31970.72248,0.0,31970.72248,254.9855964,31.30369609,68.26887144,2.402280607,262.4445391,31.30369609,29.56359696,1.000000951,2.402280607,0
199.3927251,1243240000000.0,199.148397,199.5959228,9.990274025,32945.98197,198.9031859,32945.98197,397.9819743,30.7419674,19.34474991,4.101288432,287.8474011,30.7419674,9.928346053,2.998129207,4.101288432,0
1.02e-06,212.0556574,0.0,86.36759274,26.32478838,32053.34509,0.0,32053.34509,228.1063484,28.6832791,68.63744151,2.482900557,274.2250058,28.6832791,29.64969802,1.000029985,2.482900557,0
1.61e-11,111.709465,0.0,0.002184004,29.97102642,32416.99536,0.0,32416.99536,295.7939697,32.0238065,7.71e-05,6.021136542,281.9910854,32.0238065,29.95522308,3.011805935,6.021136542,0
1.1e-06,816365000000000.0,0.0,85.47719666,26.20238649,31023.16434,0.0,31023.16434,303.9671036,28.8930209,68.34014239,2.769397904,287.5609155,28.8930209,29.51399589,1.000165889,2.769397904,0
899.1370259,898.4430152,827.0941553,908.5103675,30.13001965,33040.22973,704.4726081,33040.22973,220.9214213,31.548045,0.609484862,5.184488865,272.821144,31.548045,16.15081489,1.82785275,5.184488865,0
1.68e-06,330.0523062,0.0,143.98438,23.9993558,34178.69819,0.0,34178.69819,298.7587526,31.61977549,26.55941432,2.438684897,270.5569976,31.61977549,29.99814391,1.00004412,2.438684897,0
6.536404718,4155590000000000.0,2.578748556,722299.5836,2.162555055,28190.56255,0.840261178,28190.56255,235.1215372,45.47151741,157.5629235,9.819878913,283.6609697,45.47151741,0.298929168,4.488230904,9.819878913,0
199.2386812,199.9682123,197.6561993,199.9372849,10.00086775,32600.67222,196.0399069,32600.67222,332.861077,31.2934171,19.34471472,5.192264896,285.4827153,31.2934171,9.625793406,3.390861957,5.192264896,0
213.9140454,214.2626972,194.0950167,216.1557237,14.85859112,32104.41196,161.2098304,32104.41196,195.6300862,28.91948937,68.99994496,3.099536936,272.6918405,28.91948937,7.596940967,1.800330804,3.099536936,0
0.0,3.427153685,0.0,0.000465583,60.04081712,31849.72108,0.0,31849.72108,202.3559762,28.58993163,0.361798586,3.666268924,283.2024896,28.58993163,60.04346895,1.056676586,3.666268924,0
209.6577858,212.3679304,191.7436474,211.9586339,14.72766371,32581.47022,161.5803363,32581.47022,194.9623034,30.80321408,68.99999673,4.392322756,269.0364996,30.80321408,7.765409555,2.017520854,4.392322756,0
0.0,303.2573646,0.0,3.2e-08,125.0750807,0.0,0.0,0.0,110.0,1.71064471,0.0,1.000171767,110.0,1.71064471,125.075083,1.0,1.000171767,0
215.5978681,2937096850.0,201.5259257,217.3068059,14.87248713,31508.82486,176.8427428,31508.82486,243.4738274,29.09114413,68.99890717,3.989448845,287.0698415,29.09114413,8.640800655,1.831551085,3.989448845,0
214.5396873,216.2403572,200.4589095,216.3462183,14.84359098,31940.44548,175.7783627,31940.44548,194.5647739,28.85706071,68.99996379,3.506831889,276.5944024,28.85706071,8.605092949,1.831040289,3.506831889,0
0.0,134.0261677,0.0,0.000890628,60.09342735,31797.61284,0.0,31797.61284,181.4652034,27.97201851,0.00870673,3.33535168,281.3637412,27.97201851,60.09714317,1.055467165,3.33535168,0
196.9793163,211.1836689,134.7045429,207.4185633,14.72709314,32805.64211,70.49755802,32805.64211,260.2409161,34.07540114,68.90629663,4.560672926,259.9473005,34.07540114,3.356120511,1.642630601,4.560672926,0
9.09e-13,6965028.123,0.0,0.000165924,29.9990104,32530.63017,0.0,32530.63017,222.1473976,31.74602922,0.757958278,4.145643804,268.6776414,31.74602922,30.00167203,1.058224793,4.145643804,0
207.0234875,214.5429066,169.6060695,212.7586157,14.81297794,32619.38644,117.8440452,32619.38644,208.544073,30.73200675,68.99994348,3.805742291,268.2783283,30.73200675,5.314191781,1.724485746,3.805742291,0
214.4970264,212.4082939,197.3107753,216.3575817,14.85524304,32637.29199,168.0586255,32637.29199,265.2108842,31.70511881,68.69134186,4.424457831,273.3528747,31.70511881,8.040631471,1.820554934,4.424457831,0
200.6308698,199.9443844,200.4672921,200.5756496,10.01500835,31287.66395,200.3032769,31287.66395,416.5679198,28.94514028,19.34472455,3.896227569,302.7668598,28.94514028,9.978277058,2.997597351,3.896227569,0
199.9923697,199.9747414,199.8638706,200.0392913,10.00145573,31711.47765,199.7350957,31711.47765,405.4558502,29.2202783,19.34478481,4.002991306,299.9761446,29.2202783,9.970314579,2.99802916,4.002991306,0
0.0,1.930519002,0.0,0.000238887,125.291921,33116.10026,0.0,33116.10026,152.3458999,28.99890469,9.54e-07,2.330091793,262.271513,28.99890469,125.2917202,1.000013179,2.330091793,0
1.68e-06,212.2040082,0.0,143.9769309,23.99719989,30952.44923,0.0,30952.44923,257.469114,27.83235758,19.92668464,3.41015352,286.3831016,27.83235758,29.99744701,1.206056259,3.41015352,0
1.07e-06,210.1296267,0.0,85.78785958,26.24692102,31168.70597,0.0,31168.70597,255.0821855,26.71474862,68.63912683,1.768018407,283.3272849,26.71474862,29.56520605,1.000000007,1.768018407,0
1.67e-06,212.1990183,0.0,144.0008693,24.00215707,31163.39785,0.0,31163.39785,305.5800579,26.70146563,19.92671266,2.368097445,292.530847,26.70146563,30.00188708,1.000037737,2.368097445,0
9.63e-07,214.4832692,0.0,87.8329888,26.35512201,31377.77075,0.0,31377.77075,238.9537694,28.4989802,68.22236823,1.966670793,272.7520267,28.4989802,29.75105,1.000000045,1.966670793,0
198.654,199.718933,197.5687022,199.1692576,9.986230982,30907.33454,196.4523053,30907.33454,343.8791194,29.03957516,19.34456183,5.041615668,303.3607839,29.03957516,9.724585315,2.978975729,5.041615668,0
9.95e-07,210.6606622,0.0,86.4708342,26.33908036,31472.5208,0.0,31472.5208,265.9579477,27.89612087,68.63858778,2.246224039,283.524932,27.89612087,29.69269705,1.00000079,2.246224039,0
1.803492647,1.34e+16,0.001151164,51225800000000.0,33389.67939,88116.0772,1.21e-06,88116.0772,234.4867537,175.6046433,383.9940208,40.26130922,232.463235,175.6046433,4.896865799,1.163784798,40.26130922,0
211.7098,213.928033,186.2933531,215.0504363,14.84430314,30961.29284,146.4177573,30961.29284,226.2291682,27.59294603,68.99994077,3.203489875,290.1994656,27.59294603,6.745785077,1.773936944,3.203489875,0
1.19e-06,212.6494707,0.0,86.75756332,26.13616301,30353.97695,0.0,30353.97695,338.6119202,28.26742636,68.63708626,3.60344865,301.5764205,28.26742636,29.41820192,1.023900531,3.60344865,0
224.9477623,206.1790697,224.9475462,224.1685293,14.11645381,31286.5407,224.947114,31286.5407,355.151394,27.43477366,19.59297073,3.298768075,299.971314,27.43477366,14.97327138,2.000499502,3.298768075,0
224.9115589,206.0748454,224.9096894,224.1385483,14.11627483,31977.10219,224.9059505,31977.10219,390.4510835,29.65031775,19.59292381,2.981904801,284.9851478,29.65031775,14.92356735,1.997964041,2.981904801,0
9.7e-07,27646500000000.0,0.0,87.12497564,26.41707353,31501.04003,0.0,31501.04003,340.8385114,32.20008373,72.35022236,3.619820215,287.8432348,32.20008373,29.74070406,1.02788342,3.619820215,0
215.6346448,214.5884692,202.9554014,216.8658357,14.8530523,31131.75521,180.4223691,31131.75521,277.2302967,29.30602819,68.99870202,4.472714794,292.6996081,29.30602819,8.921457737,1.854892114,4.472714794,0
225.0726504,206.2179042,225.0726475,224.2856473,14.12014333,32561.6247,225.0726417,32561.6247,341.9205424,29.10097168,19.59298913,3.452938824,286.3170508,29.10097168,14.99951908,2.0002799,3.452938824,0
0.0,50.17054869,0.0,4.34e-07,124.9791164,3.64e-12,0.0,3.64e-12,110.0,1.723602881,1.91e-06,1.000172913,110.0,1.723602881,124.979125,1.0,1.000172913,0
202.646087,203.4988689,134.0241838,214.8711022,14.10259777,31412.03611,66.80614716,31412.03611,340.4865341,27.95827678,19.59051781,3.443374751,295.8695014,27.95827678,3.179323941,1.622085666,3.443374751,0
199.80261,199.9396074,199.6482455,199.8794895,9.997571164,32205.1388,199.4934903,32205.1388,334.2888876,31.4592996,19.34477501,5.446197205,286.3319964,31.4592996,9.95961256,3.218946756,5.446197205,0
224.817505,207.5785937,224.816829,224.0296254,14.11237248,31620.60175,224.8154768,31620.60175,392.5569127,27.72814924,19.56786516,2.950728528,294.6289944,27.72814924,14.94972291,1.998774702,2.950728528,0
0.0,0.185200254,0.0,4.38e-07,124.7473905,0.0,0.0,0.0,110.0,1.726944881,0.0,1.000175714,110.0,1.726944881,124.7473991,1.0,1.000175714,0
224.6661465,206.1391218,224.6151558,223.9533805,14.11524385,32299.76406,224.5132209,32299.76406,353.0120964,28.86838935,19.59292712,3.338096098,288.4802917,28.86838935,14.60532527,1.989405044,3.338096098,0
0.0,91.79542591,0.0,0.000267247,60.15886725,31392.26922,0.0,31392.26922,219.0571978,28.78990175,0.000199049,3.855588644,286.886557,28.78990175,60.1608808,1.053823913,3.855588644,0
0.01106298,3356980000000000.0,0.021868735,192896000000.0,126.0042996,39032.84082,0.025118741,39032.84082,297.0399331,268.835346,197.3644341,53.69382639,266.7061002,268.835346,0.273219374,5.62892061,53.69382639,0
199.8965151,199.957413,199.7397265,199.9581558,9.999636983,33203.34241,199.5824732,33203.34241,270.5024796,33.16225743,19.34479141,6.993885308,274.1489069,33.16225743,9.961581308,4.417622517,6.993885308,0
0.0,470.1086671,0.0,2.350077902,60.09390029,32554.44847,0.0,32554.44847,266.0495289,30.98989713,0.084250339,4.784068759,280.2780625,30.98989713,60.17375994,1.083208568,4.784068759,0
1.67e-06,212.1981614,0.0,143.9889799,24.0062854,31779.89006,0.0,31779.89006,330.9171094,27.37254283,19.92671016,2.073054435,286.483797,27.37254283,30.00664306,1.000000074,2.073054435,0
1.69e-06,212.1618037,0.0,143.9553428,23.98673002,32279.36972,0.0,32279.36972,224.1612318,30.10687187,19.92665262,3.944820541,269.0452707,30.10687187,29.98529601,1.447735191,3.944820541,0
9.78e-07,211.6781753,0.0,86.68138922,26.36902862,30350.89208,0.0,30350.89208,316.7938224,27.28311406,68.63497254,2.540751063,298.5943296,27.28311406,29.72272182,1.000104892,2.540751063,0
191.4604295,212.5532763,171.1177772,198.5218637,13.47715516,31352.52126,138.2873417,31352.52126,272.6713117,31.56753195,68.77929212,4.669196016,280.0034923,31.56753195,6.803226909,1.802615117,4.669196016,0
1.01e-06,212.3319659,0.0,86.50473449,26.34627159,31700.90919,0.0,31700.90919,290.0400703,28.77338775,68.63723245,2.57627256,283.6702542,28.77338775,29.66816306,1.000028336,2.57627256,0
1.68e-06,212.2082689,0.0,143.9891471,23.99732863,31882.7423,0.0,31882.7423,346.8008854,27.31623045,19.92670358,1.957953383,286.5306878,27.31623045,29.99724293,1.000000083,1.957953383,0
0.0,0.014904294,0.0,1.26e-05,124.8517739,3.64e-12,0.0,3.64e-12,110.0,1.72606943,1.91e-06,1.000174447,110.0,1.72606943,124.851727,1.0,1.000174447,0
200.2630575,199.827008,199.7170217,200.3786891,10.01046457,32996.98095,199.1666658,32996.98095,391.2123671,30.90852526,19.34466297,4.192788622,286.7286318,30.90852526,9.881680618,2.995157639,4.192788622,0
199.928054,199.9614785,199.7891551,199.9880291,10.00014188,33654.2281,199.6499423,33654.2281,318.7203786,35.54457502,19.3447848,5.8660213,260.5351619,35.54457502,9.966289818,4.060197177,5.8660213,0
1.68e-06,212.2219487,0.0,143.9933345,23.9986277,31298.88987,0.0,31298.88987,253.9956538,28.22349428,19.92669759,3.508966541,283.1096201,28.22349428,29.99860811,1.328106566,3.508966541,0
204.5143452,213.1743991,153.4708372,212.5553345,14.84538245,31388.8756,92.49466108,31388.8756,163.1437273,27.18953815,68.99992642,3.37872105,279.8823039,27.18953815,4.187002363,1.691907497,3.37872105,0
214.8828403,211.7294132,198.7746421,216.1849287,14.84545589,32317.29847,171.0688955,32317.29847,282.1467443,31.20261716,68.74967634,4.658955504,279.7939142,31.20261716,8.240076141,1.853013395,4.658955504,0
224.9978338,206.1842494,224.9976992,224.2128421,14.11789377,30220.95108,224.9974299,30220.95108,390.4960314,26.74645892,19.59297632,2.983447039,307.162372,26.74645892,14.98020484,1.999453803,2.983447039,0
2.32e-11,1558.204757,0.0,76.64498589,44.52988992,50.69255759,0.0,50.69255759,90.00057542,4.106845183,7.119870616,1.080967269,92.97807417,4.106845183,46.30977082,1.0,1.080967269,0
1.68e-06,212.2112876,0.0,143.9856926,23.99774266,32375.23747,0.0,32375.23747,261.4191439,29.18070047,19.92668675,3.013996496,273.9645422,29.18070047,29.99789906,1.004230918,3.013996496,0
1.67e-06,212.1833853,0.0,143.9909179,24.00173516,32006.03678,0.0,32006.03678,254.6452037,27.86150111,19.92667349,2.989426001,282.8835951,27.86150111,30.00159788,1.011346328,2.989426001,0
1.69e-06,227.2372348,0.0,143.8993651,23.98879517,31907.63467,0.0,31907.63467,322.9395967,27.18265676,19.93007072,2.170630901,284.1467941,27.18265676,29.98604608,1.000002051,2.170630901,0
199.7097523,199.9489944,199.3393109,199.8878518,9.999190613,32677.58017,198.9654408,32677.58017,301.3136313,31.98144523,19.34477698,6.111097755,282.0700414,31.98144523,9.909047266,3.843779529,6.111097755,0
224.2244589,206.1534151,224.2225966,223.6084546,14.09751131,31080.23785,224.2188722,31080.23785,363.6534064,27.8817676,19.59295618,3.243009852,297.9426482,27.8817676,14.90078856,1.997968773,3.243009852,0
224.9394571,206.1626825,224.9391668,224.1602928,14.11619334,31705.4041,224.9385862,31705.4041,292.0070871,29.21798282,19.59296266,4.47653652,288.4198699,29.21798282,14.96902134,2.085010355,4.47653652,0
164.541218,2392120000000.0,164.4375246,1246.109704,14.48053175,30412.02372,164.3336275,30412.02372,213.6913951,118.56909,82.68872923,19.00990307,204.7352151,118.56909,9.044133384,2.998351285,19.00990307,0
1.67e-06,237.8001629,0.0,144.0007943,24.00354731,32198.67843,0.0,32198.67843,258.7420507,29.1463905,19.92239309,2.987706739,274.1113485,29.1463905,30.00389481,1.000433127,2.987706739,0
0.0,0.00710964,0.0,2.25e-06,125.1262674,1.82e-12,0.0,1.82e-12,110.0,1.724568225,1.35e-06,1.000171158,110.0,1.724568225,125.126287,1.0,1.000171158,0
1.69e-06,202721000000000.0,0.0,143.8523689,23.97515016,60573.77951,0.0,60573.77951,286.6206543,204.5468922,51.219054,41.18551529,247.9708601,204.5468922,29.97304606,6.596239918,41.18551529,0
9.72e-07,212.2344221,0.0,86.83448909,26.39738023,30988.46137,0.0,30988.46137,360.1322502,29.57303373,68.6372658,4.460695204,297.878877,29.57303373,29.73274207,1.691457829,4.460695204,0
225.0860487,1344810202.0,225.0858383,224.3107186,14.12137595,32603.39693,225.0854177,32603.39693,356.1577154,29.96514751,19.69431672,3.321412482,281.5771772,29.96514751,14.97821842,1.999323283,3.321412482,0
214.144164,214.1624325,200.8151765,215.6029423,14.81881218,31347.78208,177.2916837,31347.78208,212.9595127,28.01272195,68.99994638,3.297703223,285.1382385,28.01272195,8.740680859,1.834889147,3.297703223,0
199.8780917,199.9578948,199.7512204,199.9423002,9.998960908,32025.08689,199.6240846,32025.08689,304.1138797,30.87366996,19.34479254,6.026633404,290.0009167,30.87366996,9.967802039,3.588306891,6.026633404,0
1.05e-06,208.7468841,0.0,85.89828931,26.2721741,30769.43084,0.0,30769.43084,349.0461288,29.40927329,68.64023864,4.743882895,299.8171187,29.40927329,29.59275699,1.905366693,4.743882895,0
1.68e-06,212.1039916,0.0,143.959292,23.99401376,32259.57685,0.0,32259.57685,279.1516006,28.24174062,19.92660318,2.645581728,279.8102598,28.24174062,29.99365187,1.000035964,2.645581728,0
1.68e-06,212.2201015,0.0,143.9853302,24.00018745,32422.29049,0.0,32422.29049,219.6065643,29.89920111,19.92670606,3.98049508,269.6891699,29.89920111,29.99987292,1.144171088,3.98049508,0
0.016414796,2093720000000000.0,0.014474905,20097920012.0,13.42750129,27378.37562,0.010245163,27378.37562,306.725894,313.414812,156.9270106,47.52406698,278.2407593,313.414812,0.317750988,4.726487883,47.52406698,0
200.0444708,199.9606324,200.0384203,200.0506036,10.00134227,32325.21358,200.0323692,32325.21358,329.2450267,31.37741454,19.34477776,5.198819611,286.2884295,31.37741454,9.999716077,3.345601736,5.198819611,0
0.0,222.7121318,0.0,0.243068601,60.14773383,32279.97198,0.0,32279.97198,184.9212608,28.93691824,0.255578766,3.366873315,275.3561788,28.93691824,60.15569305,1.05156919,3.366873315,0
208.5486563,2797400000000.0,177.4136502,212.4464498,14.78504579,32328.703,131.4244082,32328.703,298.5780215,31.52598599,68.98220759,5.111596479,281.3580064,31.52598599,5.981072618,1.981198074,5.111596479,0
187.5984315,209.8562572,187.5931087,198.0947963,10.58104719,32946.14559,187.5877855,32946.14559,368.989641,30.90216537,19.09089324,4.212980129,268.7668732,30.90216537,9.683735923,2.999925276,4.212980129,0
1.68e-06,994878.5377,0.0,143.9874911,24.00021022,32466.48704,0.0,32466.48704,312.9884207,28.95616136,19.92680585,2.274975199,274.9391943,28.95616136,29.99896097,1.000008123,2.274975199,0
1.68e-06,212.0736748,0.0,143.9752123,23.99849734,30649.51157,0.0,30649.51157,301.8025174,27.43112222,19.92660211,2.893868537,289.8383837,27.43112222,29.99658918,1.755984218,2.893868537,0
1.67e-06,212.2096265,0.0,144.0056599,24.00285802,32535.36944,0.0,32535.36944,258.3535677,29.60849886,19.92668924,3.076143554,270.9627587,29.60849886,30.00305986,1.006355304,3.076143554,0
211.7724617,213.0772439,196.2783868,213.498331,14.76389577,32139.76395,169.5315803,32139.76395,281.6621408,30.7800019,68.93250981,4.641160606,282.5919982,30.7800019,8.250960574,1.852758638,4.641160606,0
200.2320256,199.9576714,200.1347081,199.9916168,9.999901939,30494.32194,200.0372497,30494.32194,410.4060039,28.12547781,19.34479972,3.987154593,309.6997034,28.12547781,9.983285975,2.999231504,3.987154593,0
0.0,27.34061107,0.0,0.000471748,60.24912357,31950.77181,0.0,31950.77181,249.0515752,29.82669791,0.024704176,4.803707691,287.014748,29.82669791,60.25177002,1.058982816,4.803707691,0
224.8413451,206.1109383,224.83188,224.075656,14.1158907,32273.05745,224.8129513,32273.05745,349.2422911,29.14928511,19.59293352,3.419676643,287.0242516,29.14928511,14.82938957,1.995455635,3.419676643,0
209.4297061,203.8847705,181.2918178,212.261072,14.75833316,32588.92659,138.4262491,32588.92659,284.6161708,32.42186017,68.30995318,5.859848184,277.0713115,32.42186017,6.344107671,2.319797462,5.859848184,0
1.68e-06,212.2065297,0.0,143.9810762,23.99823689,32572.53224,0.0,32572.53224,224.0652583,31.52111884,19.92668733,4.27522204,260.1750353,31.52111884,29.99816418,2.33050847,4.27522204,0
200.0960923,199.9879646,200.0311002,200.1055231,10.00306302,31027.01147,199.9659906,31027.01147,384.6788336,28.6658003,19.34478607,4.306356374,305.1038642,28.6658003,9.987667966,2.998182201,4.306356374,0
201.9891061,213.4997484,152.1964087,209.8700515,14.76317203,31904.09244,92.31721653,31904.09244,181.870367,28.14997221,68.99993,2.907050075,273.0472241,28.14997221,4.206092572,1.678768707,2.907050075,0
0.0,1610110000000.0,0.0,3.25e-05,60.14336624,31459.22322,0.0,31459.22322,198.7035281,27.84534419,1.273113011,3.549277199,287.6141034,27.84534419,60.14392185,1.053029611,3.549277199,0
1.69e-06,158475.0584,0.0,143.8457281,23.9851012,31356.81962,0.0,31356.81962,366.603276,26.68090015,19.92662997,1.85267906,291.9975516,26.68090015,29.98357606,1.000000049,1.85267906,0
0.0,7.395736642,0.0,0.006694047,120.6909284,33233.33301,0.0,33233.33301,238.0747688,32.63729722,9.54e-07,3.814897315,262.8201997,32.63729722,120.6896801,1.001339804,3.814897315,0
215.1705101,216.182623,201.6416756,216.6827115,14.85138772,31411.79202,177.795964,31411.79202,274.1616665,29.53292696,68.99996323,4.556651062,290.651052,29.53292696,8.733825954,1.850510853,4.556651062,0
1.69e-06,212.1095081,0.0,143.8802651,23.98560624,31461.81063,0.0,31461.81063,289.9807069,27.09179097,19.92662982,2.531246667,289.2388321,27.09179097,29.98640394,1.00004254,2.531246667,0
199.9481296,199.8922424,199.8980714,199.9546268,9.999239026,31077.21721,199.8479481,31077.21721,351.5722415,29.61842772,19.34473337,5.039469433,299.6738261,29.61842772,9.987327848,3.026391355,5.039469433,0
